sample_id,target_name,target_score
474,first_learning_epoch_mapped,15
475,first_learning_epoch_mapped,51
476,first_learning_epoch_mapped,50
477,first_learning_epoch_mapped,51
478,first_learning_epoch_mapped,51
479,first_learning_epoch_mapped,45
480,first_learning_epoch_mapped,47
481,first_learning_epoch_mapped,33
482,first_learning_epoch_mapped,44
483,first_learning_epoch_mapped,45
484,first_learning_epoch_mapped,50
485,first_learning_epoch_mapped,49
486,first_learning_epoch_mapped,51
487,first_learning_epoch_mapped,51
488,first_learning_epoch_mapped,51
489,first_learning_epoch_mapped,50
490,first_learning_epoch_mapped,46
491,first_learning_epoch_mapped,51
492,first_learning_epoch_mapped,50
493,first_learning_epoch_mapped,40
494,first_learning_epoch_mapped,50
495,first_learning_epoch_mapped,48
496,first_learning_epoch_mapped,33
497,first_learning_epoch_mapped,42
498,first_learning_epoch_mapped,30
499,first_learning_epoch_mapped,49
500,first_learning_epoch_mapped,39
501,first_learning_epoch_mapped,35
502,first_learning_epoch_mapped,50
503,first_learning_epoch_mapped,51
504,first_learning_epoch_mapped,50
505,first_learning_epoch_mapped,34
506,first_learning_epoch_mapped,51
507,first_learning_epoch_mapped,33
508,first_learning_epoch_mapped,51
509,first_learning_epoch_mapped,16
510,first_learning_epoch_mapped,49
511,first_learning_epoch_mapped,39
512,first_learning_epoch_mapped,51
513,first_learning_epoch_mapped,31
514,first_learning_epoch_mapped,34
515,first_learning_epoch_mapped,4
516,first_learning_epoch_mapped,32
517,first_learning_epoch_mapped,34
518,first_learning_epoch_mapped,35
519,first_learning_epoch_mapped,39
520,first_learning_epoch_mapped,50
521,first_learning_epoch_mapped,41
522,first_learning_epoch_mapped,51
523,first_learning_epoch_mapped,51
524,first_learning_epoch_mapped,49
525,first_learning_epoch_mapped,49
526,first_learning_epoch_mapped,51
527,first_learning_epoch_mapped,19
528,first_learning_epoch_mapped,45
529,first_learning_epoch_mapped,49
530,first_learning_epoch_mapped,46
531,first_learning_epoch_mapped,29
532,first_learning_epoch_mapped,51
533,first_learning_epoch_mapped,51
534,first_learning_epoch_mapped,34
535,first_learning_epoch_mapped,51
536,first_learning_epoch_mapped,51
537,first_learning_epoch_mapped,51
538,first_learning_epoch_mapped,44
539,first_learning_epoch_mapped,51
540,first_learning_epoch_mapped,41
541,first_learning_epoch_mapped,8
542,first_learning_epoch_mapped,40
543,first_learning_epoch_mapped,45
544,first_learning_epoch_mapped,33
545,first_learning_epoch_mapped,32
546,first_learning_epoch_mapped,42
547,first_learning_epoch_mapped,2
548,first_learning_epoch_mapped,51
549,first_learning_epoch_mapped,30
550,first_learning_epoch_mapped,38
551,first_learning_epoch_mapped,30
552,first_learning_epoch_mapped,34
553,first_learning_epoch_mapped,46
554,first_learning_epoch_mapped,42
555,first_learning_epoch_mapped,50
556,first_learning_epoch_mapped,33
557,first_learning_epoch_mapped,51
558,first_learning_epoch_mapped,4
559,first_learning_epoch_mapped,42
560,first_learning_epoch_mapped,43
561,first_learning_epoch_mapped,49
562,first_learning_epoch_mapped,50
563,first_learning_epoch_mapped,51
564,first_learning_epoch_mapped,34
565,first_learning_epoch_mapped,46
566,first_learning_epoch_mapped,35
567,first_learning_epoch_mapped,46
568,first_learning_epoch_mapped,25
569,first_learning_epoch_mapped,34
570,first_learning_epoch_mapped,32
571,first_learning_epoch_mapped,32
572,first_learning_epoch_mapped,46
573,first_learning_epoch_mapped,24
574,first_learning_epoch_mapped,48
575,first_learning_epoch_mapped,51
576,first_learning_epoch_mapped,2
577,first_learning_epoch_mapped,48
578,first_learning_epoch_mapped,50
579,first_learning_epoch_mapped,42
580,first_learning_epoch_mapped,51
581,first_learning_epoch_mapped,31
582,first_learning_epoch_mapped,48
583,first_learning_epoch_mapped,40
584,first_learning_epoch_mapped,30
585,first_learning_epoch_mapped,33
586,first_learning_epoch_mapped,40
587,first_learning_epoch_mapped,50
588,first_learning_epoch_mapped,33
589,first_learning_epoch_mapped,50
590,first_learning_epoch_mapped,33
591,first_learning_epoch_mapped,49
592,first_learning_epoch_mapped,51
593,first_learning_epoch_mapped,35
594,first_learning_epoch_mapped,40
595,first_learning_epoch_mapped,51
596,first_learning_epoch_mapped,50
597,first_learning_epoch_mapped,51
598,first_learning_epoch_mapped,37
599,first_learning_epoch_mapped,33
600,first_learning_epoch_mapped,51
601,first_learning_epoch_mapped,49
602,first_learning_epoch_mapped,49
603,first_learning_epoch_mapped,46
604,first_learning_epoch_mapped,51
605,first_learning_epoch_mapped,39
606,first_learning_epoch_mapped,10
607,first_learning_epoch_mapped,37
608,first_learning_epoch_mapped,1
